TC_ID,API,FR,Category,Technique,Title,Method,Endpoint,Preconditions,Request_Headers,Request_Body,Expected_Status,Expected_Assertions,Oracle,SEC_Ref,Priority,Source,Audit_Label,Audit_Note,Tag,Bug_Ref,Why_AI_Missed
TC-C3-DOM-030,API-3,FR-15,DOM,EP,PUT /api/products/:id | id = 999999 (id khong ton tai - phai tra 404),PUT,/api/products/999999,San pham id=1 ton tai,Authorization: Bearer {{token_admin}},"{""name"":""SP Da Sua 23127060"",""price"":180000,""description"":""Da cap nhat"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",404,body la JSON; co truong error,SPEC,-,P0,AI,,,@bug,C-07,
TC-C3-DOM-031,API-3,FR-15,DOM,BVA,PUT /api/products/:id | id = 0 (BVA - id = 0),PUT,/api/products/0,San pham id=1 ton tai,Authorization: Bearer {{token_admin}},"{""name"":""SP Da Sua 23127060"",""price"":180000,""description"":""Da cap nhat"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",404,body la JSON; co truong error,SPEC,-,P2,AI,,,@contract,-,
TC-C3-DOM-032,API-3,FR-15,DOM,EP,PUT /api/products/:id | id = -1 (id am),PUT,/api/products/-1,San pham id=1 ton tai,Authorization: Bearer {{token_admin}},"{""name"":""SP Da Sua 23127060"",""price"":180000,""description"":""Da cap nhat"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",400,body la JSON; co truong error,SPEC,-,P2,AI,,,@contract,-,
TC-C3-DOM-033,API-3,FR-15,DOM,EP,PUT /api/products/:id | id = abc (id khong phai so),PUT,/api/products/abc,San pham id=1 ton tai,Authorization: Bearer {{token_admin}},"{""name"":""SP Da Sua 23127060"",""price"":180000,""description"":""Da cap nhat"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",400,body la JSON; co truong error,SPEC,-,P2,AI,,,@contract,-,
TC-C3-DOM-034,API-3,FR-15,DOM,EP,PUT /api/products/:id | id = 1%20OR%201=1 (SQLi trong path param),PUT,/api/products/1%20OR%201=1,San pham id=1 ton tai,Authorization: Bearer {{token_admin}},"{""name"":""SP Da Sua 23127060"",""price"":180000,""description"":""Da cap nhat"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",400,body la JSON; co truong error,SPEC,SEC-01,P0,AI,,,@contract,-,
TC-C3-DOM-035,API-3,FR-15,DOM,EP,PUT /api/products/:id | description = <thieu key> (PUT khong gui description - KHONG duoc ghi de thanh null),PUT,/api/products/:id,San pham id=1 ton tai,Authorization: Bearer {{token_admin}},"{""name"":""SP Da Sua 23127060"",""price"":180000,""imageUrl"":""https://example.com/b.png"",""category_id"":1}",200,GET lai san pham: description phai giu nguyen gia tri cu,SPEC,-,P0,AI,,,@bug,C-09,
TC-C3-DOM-036,API-3,FR-15,DOM,EP,PUT /api/products/:id | description = Mo ta moi 23127060 (cap nhat mo ta),PUT,/api/products/:id,San pham id=1 ton tai,Authorization: Bearer {{token_admin}},"{""name"":""SP Da Sua 23127060"",""price"":180000,""description"":""Mo ta moi 23127060"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",200,body la JSON; khop schema thanh cong,SPEC,-,P1,AI,,,@contract,-,
TC-C3-DOM-037,API-3,FR-15,DOM,EP,PUT /api/products/:id | description = <img src=x onerror=alert('23127060')> (stored XSS trong mo ta (FE dung dangerouslySetInnerHTML)),PUT,/api/products/:id,San pham id=1 ton tai,Authorization: Bearer {{token_admin}},"{""name"":""SP Da Sua 23127060"",""price"":180000,""description"":""<img src=x onerror=alert('23127060')>"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",400,body la JSON; co truong error,SPEC,SEC-06,P0,AI,,,@bug,C-11,
TC-C3-DOM-038,API-3,FR-15,DOM,EP,DELETE /api/products/:id | id = 3 (xoa san pham ton tai),DELETE,/api/products/3,San pham id=3 ton tai,Authorization: Bearer {{token_admin}},-,200,GET lai id=3 phai tra 404,SPEC,-,P1,AI,,,@contract,-,
TC-C3-DOM-039,API-3,FR-15,DOM,EP,DELETE /api/products/:id | id = 999999 (xoa id khong ton tai - phai 404),DELETE,/api/products/999999,San pham id=3 ton tai,Authorization: Bearer {{token_admin}},-,404,body la JSON; co truong error,SPEC,-,P0,AI,,,@bug,C-08,
TC-C3-DOM-040,API-3,FR-15,DOM,EP,DELETE /api/products/:id | id = 3 (xoa lan thu 2 cung id),DELETE,/api/products/3,San pham id=3 ton tai,Authorization: Bearer {{token_admin}},-,404,body la JSON; co truong error,SPEC,-,P2,AI,,,@bug,C-08,
TC-C3-DOM-041,API-3,FR-15,DOM,EP,DELETE /api/products/:id | id = 1 (xoa san pham dang nam trong don hang - phai chan hoac soft delete),DELETE,/api/products/1,San pham id=3 ton tai,Authorization: Bearer {{token_admin}},-,409,body la JSON; co truong error,SPEC,-,P0,AI,,,@contract,-,
TC-C3-DOM-042,API-3,FR-15,DOM,EP,GET /api/products | search = Laptop (tu khoa binh thuong),GET,/api/products?search=Laptop,DB da seed san pham,-,-,200,tra ve mang; moi phan tu co name chua 'Laptop',SPEC,-,P1,AI,,,@contract,-,
TC-C3-DOM-043,API-3,FR-15,DOM,EP,GET /api/products | search =  (tu khoa rong - tra ve tat ca),GET,/api/products?search=,DB da seed san pham,-,-,200,body la JSON; khop schema thanh cong,SPEC,-,P1,AI,,,@contract,-,
TC-C3-DOM-044,API-3,FR-15,DOM,EP,GET /api/products | search = KhongTonTai23127060 (khong co ket qua - phai tra mang rong chu khong loi),GET,/api/products?search=KhongTonTai23127060,DB da seed san pham,-,-,200,body la mang rong [],SPEC,-,P1,AI,,,@contract,-,
TC-C3-DOM-045,API-3,FR-15,DOM,EP,GET /api/products | search = %27 (1 dau nhay don lam vo cau SQL),GET,/api/products?search=%27,DB da seed san pham,-,-,400,khong tra 500; khong tra HTML,SPEC,SEC-01,P0,AI,,,@bug,C-02,
TC-C3-DOM-046,API-3,FR-15,DOM,EP,GET /api/products | search = %25%27%20OR%20%271%27%3D%271 (SQLi OR 1=1 - lay toan bo san pham),GET,/api/products?search=%25%27%20OR%20%271%27%3D%271,DB da seed san pham,-,-,400,body la JSON; co truong error,SPEC,SEC-01,P0,AI,,,@bug,C-02,
TC-C3-DOM-047,API-3,FR-15,DOM,EP,GET /api/products | search = %25%27%20UNION%20SELECT%20id%2Cemail%2Cp (SQLi UNION doc bang users),GET,/api/products?search=%25%27%20UNION%20SELECT%20id%2Cemail%2Cpassword%2C1%2C1%2C1%20FROM%20users--,DB da seed san pham,-,-,400,response KHONG chua email hoac password cua user,SPEC,SEC-01,P0,AI,,,@bug,C-02,
TC-C3-DOM-048,API-3,FR-15,DOM,EP,GET /api/products | search = a%27%3B%20DROP%20TABLE%20products-- (SQLi stacked query DROP TABLE),GET,/api/products?search=a%27%3B%20DROP%20TABLE%20products--,DB da seed san pham,-,-,400,bang products van con; GET /api/products sau do van hoat dong,SPEC,SEC-01,P0,AI,,,@bug,C-02,
TC-C3-DOM-049,API-3,FR-15,DOM,EP,GET /api/products | search = %3Cscript%3Ealert(1)%3C%2Fscript%3E (reflected XSS trong tu khoa),GET,/api/products?search=%3Cscript%3Ealert(1)%3C%2Fscript%3E,DB da seed san pham,-,-,200,response khong echo lai the script chua escape,SPEC,SEC-06,P2,AI,,,@contract,-,
TC-C3-DOM-050,API-3,FR-15,DOM,BVA,GET /api/products | search = aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa (BVA - tu khoa rat dai),GET,/api/products?search=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,DB da seed san pham,-,-,200,body la JSON; khop schema thanh cong,SPEC,-,P1,AI,,,@contract,-,
TC-C3-DOM-051,API-3,FR-15,DOM,EP,GET /api/products/:id | id = 1 (id le - price phai la number),GET,/api/products/1,SUT da seed,-,-,200,typeof price === 'number',SPEC,-,P1,AI,,,@contract,-,
TC-C3-DOM-052,API-3,FR-15,DOM,EP,GET /api/products/:id | id = 2 (id chan - price bi chuyen thanh string),GET,/api/products/2,SUT da seed,-,-,200,typeof price === 'number' (hien tai la string),SPEC,-,P0,AI,,,@bug,C-05,
TC-C3-DOM-053,API-3,FR-15,DOM,EP,GET /api/products/:id | id = 999999 (id khong ton tai - phai 404 chu khong phai 200 {}),GET,/api/products/999999,SUT da seed,-,-,404,status 404; body co truong error,SPEC,-,P0,AI,,,@bug,C-04,
TC-C3-STA-001,API-3,FR-15,STA,State Transition,Chuyen trang thai NOT_EXIST -> CREATED (hop le),POST,/api/products,Doi tuong dang o trang thai NOT_EXIST. ,Authorization: Bearer {{token_admin}},"{""name"":""SP STA 23127060"",""price"":100000,""category_id"":1}",201,tra 201 kem Location hoac id; GET lai thay san pham,SPEC,-,P0,AI,,,@bug,C-12,
TC-C3-STA-002,API-3,FR-15,STA,State Transition,Chuyen trang thai CREATED -> UPDATED (hop le),PUT,/api/products/{{newProductId}},Doi tuong dang o trang thai CREATED. ,Authorization: Bearer {{token_admin}},"{""name"":""SP STA 23127060 v2"",""price"":120000}",200,trang thai sau khi goi = UPDATED,SPEC,-,P1,AI,,,@contract,-,
TC-C3-STA-003,API-3,FR-15,STA,State Transition,Chuyen trang thai UPDATED -> DELETED (hop le),DELETE,/api/products/{{newProductId}},Doi tuong dang o trang thai UPDATED. ,Authorization: Bearer {{token_admin}},{},200,trang thai sau khi goi = DELETED,SPEC,-,P1,AI,,,@contract,-,
TC-C3-STA-004,API-3,FR-15,STA,State Transition,Chuyen trang thai DELETED -> READ (KHONG hop le),GET,/api/products/{{newProductId}},Doi tuong dang o trang thai DELETED. ,Authorization: Bearer {{token_user}},{},404,"phai 404, khong duoc tra 200 voi body rong",SPEC,-,P0,AI,,,@bug,C-04,
TC-C3-STA-005,API-3,FR-15,STA,State Transition,Chuyen trang thai DELETED -> UPDATED (KHONG hop le),PUT,/api/products/{{newProductId}},Doi tuong dang o trang thai DELETED. ,Authorization: Bearer {{token_admin}},"{""name"":""Hoi sinh 23127060"",""price"":1}",404,khong duoc sua san pham da xoa,SPEC,-,P0,AI,,,@bug,C-07,
TC-C3-STA-006,API-3,FR-15,STA,State Transition,Chuyen trang thai DELETED -> DELETED (KHONG hop le),DELETE,/api/products/{{newProductId}},Doi tuong dang o trang thai DELETED. ,Authorization: Bearer {{token_admin}},{},404,xoa lan 2 phai 404,SPEC,-,P0,AI,,,@bug,C-08,
TC-C3-STA-007,API-3,FR-15,STA,State Transition,Chuyen trang thai CREATED -> CREATED_DUPLICATE (KHONG hop le),POST,/api/products,Doi tuong dang o trang thai CREATED. Tao trung ten san pham,Authorization: Bearer {{token_admin}},"{""name"":""SP STA 23127060"",""price"":100000,""category_id"":1}",409,body.error chua Invalid state transition; trang thai KHONG doi,SPEC,-,P1,AI,,,@contract,-,
TC-C3-STA-008,API-3,FR-15,STA,State Transition,Chuyen trang thai CREATED -> IN_SEARCH (hop le),GET,/api/products?search=SP%20STA%2023127060,Doi tuong dang o trang thai CREATED. ,Authorization: Bearer {{token_user}},{},200,san pham vua tao xuat hien trong ket qua tim kiem,SPEC,-,P1,AI,,,@contract,-,
TC-C3-STA-009,API-3,FR-15,STA,State Transition,Chuyen trang thai DELETED -> IN_SEARCH (KHONG hop le),GET,/api/products?search=SP%20STA%2023127060,Doi tuong dang o trang thai DELETED. ,Authorization: Bearer {{token_user}},{},200,san pham da xoa KHONG con trong ket qua tim kiem,SPEC,-,P1,AI,,,@contract,-,
