TC_ID,API,FR,Category,Technique,Title,Method,Endpoint,Preconditions,Request_Headers,Request_Body,Expected_Status,Expected_Assertions,Oracle,SEC_Ref,Priority,Source,Audit_Label,Audit_Note,Tag,Bug_Ref,Why_AI_Missed
TC-A1-DOM-011,API-1,FR-03,DOM,EP,"POST /api/forgot-password | email = [""a@b.c""] (email la array)",POST,/api/forgot-password,User api.victim.23127060@test.local đã tồn tại,-,"{""email"":[""a@b.c""]}",400,body là JSON; có trường error,SPEC,-,P2,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@contract,-,
TC-A1-DOM-012,API-1,FR-03,DOM,EP,POST /api/reset-password | email = api.victim.23127060@test.local (email đúng chứ token),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",200,body có message; login bằng mật khẩu mới thành công; login bằng mật khẩu cũ thất bại,SPEC,-,P0,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@contract,-,
TC-A1-DOM-013,API-1,FR-03,DOM,EP,POST /api/reset-password | email = api.attacker.23127060@test.local (dùng token của user khác),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.attacker.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,SEC-07,P0,AI,INVALID,"R3 - Gan sai ma SEC (SEC-04 -> SEC-07). Dùng OTP của tài khoản khác chính là điều SEC-07 + FR-03 quy định ('OTP chỉ hợp lệ cho email đã yêu cầu'), không phải SEC-04 (escape XSS).",@contract,-,
TC-A1-DOM-014,API-1,FR-03,DOM,EP,POST /api/reset-password | email = <thieu key> (thiếu key email),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-A1-DOM-015,API-1,FR-03,DOM,EP,POST /api/reset-password | email = - (email null),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":null,""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-A1-DOM-016,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken = 0000 (token sai),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""0000"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-A1-DOM-017,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken =  (token rỗng),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":"""",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-A1-DOM-018,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken = <thieu key> (thiếu token),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-A1-DOM-019,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken = - (token null),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":null,""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-A1-DOM-020,API-1,FR-03,DOM,BVA,POST /api/reset-password | resetToken = 123 (BVA - token 3 ký tự (dưới biên)),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""123"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC(suy dien),-,P2,AI,INCOMPLETE,R6 - Kỳ vọng 'do dai OTP duoi bien' KHÔNG được SRS phát biểu trực tiếp; đây là suy diễn từ thông lệ. ĐÃ SỬA: ghi rõ Oracle = SPEC(suy diễn) để người chấm phân biệt được với các kỳ vọng trích thẳng từ đặc tả.,@contract,-,
TC-A1-DOM-021,API-1,FR-03,DOM,BVA,POST /api/reset-password | resetToken = 12345 (BVA - token 5 ký tự (trên biên)),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""12345"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC(suy dien),-,P2,AI,INCOMPLETE,R6 - Kỳ vọng 'do dai OTP tren bien' KHÔNG được SRS phát biểu trực tiếp; đây là suy diễn từ thông lệ. ĐÃ SỬA: ghi rõ Oracle = SPEC(suy diễn) để người chấm phân biệt được với các kỳ vọng trích thẳng từ đặc tả.,@contract,-,
TC-A1-DOM-022,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken = ' OR '1'='1 (token chứa SQLi),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""' OR '1'='1"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,SEC-05,P0,AI,INVALID,"R3 - Gan sai ma SEC (SEC-01 -> SEC-05). SQLi -> SEC-05 (parameterized query), không phải SEC-01 (lưu mật khẩu plaintext).",@contract,-,
TC-A1-DOM-023,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken = 1234 (token sai kiểu (number)),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":1234,""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-A1-DOM-024,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken = {{oldResetToken}} (token cũ sau khi xin token mới - phải hết hiệu lực),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{oldResetToken}}"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P0,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@bug,A-04,
TC-A1-DOM-025,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = NewApi1234! (mật khẩu mạnh hợp lệ),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",200,body là JSON; khớp schema thành công; VA doc lai tai nguyen de xac nhan gia tri luu dung bang gia tri da gui,SPEC,-,P1,AI,INCOMPLETE,R8 - Case thành công nhưng chỉ kiểm 'khớp schema'. Thiếu khẳng định giá trị thật sự được lưu đúng. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên và so khớp giá trị vừa gửi.,@contract,-,
TC-A1-DOM-026,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword =  (mật khẩu rỗng),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""""}",400,body là JSON; có trường error,SPEC,-,P2,AI,INVALID,"R3 - Gan sai ma SEC (SEC-06 -> -). Độ mạnh mật khẩu là yêu cầu FR-01/FR-03, không nằm trong SEC-01..07. SEC-06 chỉ nói riêng về trường role.",@bug,A-05,
TC-A1-DOM-027,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = <thieu key> (thiếu newPassword),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-A1-DOM-028,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = - (newPassword null),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":null}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-A1-DOM-029,API-1,FR-03,DOM,BVA,POST /api/reset-password | newPassword = Ab1234! (BVA - 7 ký tự (dưới biên tối thiểu 8)),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""Ab1234!""}",400,body là JSON; có trường error,SPEC,-,P2,AI,INVALID,"R3 - Gan sai ma SEC (SEC-06 -> -). Như trên: độ dài mật khẩu là FR-01, không phải mã SEC.",@bug,A-05,
TC-A1-DOM-030,API-1,FR-03,DOM,BVA,POST /api/reset-password | newPassword = Ab1234!x (BVA - đúng 8 ký tự),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""Ab1234!x""}",200,body là JSON; khớp schema thành công; VA doc lai tai nguyen de xac nhan gia tri luu dung bang gia tri da gui,SPEC,-,P1,AI,INCOMPLETE,R8 - Case thành công nhưng chỉ kiểm 'khớp schema'. Thiếu khẳng định giá trị thật sự được lưu đúng. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên và so khớp giá trị vừa gửi.,@contract,-,
TC-A1-DOM-031,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = abcd1234! (thiếu chữ hoa),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""abcd1234!""}",400,body là JSON; có trường error,SPEC,-,P2,AI,INVALID,R3 - Gan sai ma SEC (SEC-06 -> -). Nhu tren: yeu cau co chu hoa la FR-01.,@bug,A-05,
TC-A1-DOM-032,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = Abcdefgh! (thiếu chữ số),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""Abcdefgh!""}",400,body là JSON; có trường error,SPEC,-,P2,AI,INVALID,R3 - Gan sai ma SEC (SEC-06 -> -). Nhu tren: yeu cau co chu so la FR-01.,@bug,A-05,
TC-A1-DOM-033,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = 123456 (mật khẩu quá yếu phổ biến),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""123456""}",400,body là JSON; có trường error,SPEC,-,P2,AI,INVALID,"R3 - Gan sai ma SEC (SEC-06 -> -). Như trên: mật khẩu yếu vi phạm FR-01, không phải mã SEC.",@bug,A-05,
TC-A1-DOM-034,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = <script>alert(1)</script> (payload XSS làm mật khẩu),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""<script>alert(1)</script>""}",400,body là JSON; có trường error,SPEC,SEC-04,P2,AI,INVALID,R3 - Gan sai ma SEC (SEC-06 -> SEC-04). Payload <script> -> SEC-04 (escape du lieu user nhap).,@contract,-,
TC-A1-DOM-035,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = Api1234! (đặt lại trùng mật khẩu cũ - SRS không cấm),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""Api1234!""}",200,reset thành công; SRS không cấm đặt lại trùng mật khẩu cũ; login bằng mật khẩu đó phải thành công,SPEC,-,P2,AI,INVALID,"R3b - Kỳ vọng 400 không có căn cứ: SRS FR-01/FR-03 chỉ đòi mật khẩu mới THỎA ĐIỀU KIỆN ĐỘ MẠNH, không hề cấm đặt lại trùng mật khẩu cũ. AI áp một chính sách mà đặc tả không có. ĐÃ SỬA: kỳ vọng 200, và thêm khẳng định mật khẩu cũ vẫn đăng nhập được (vì nó chính là mật khẩu mới).",@contract,-,
TC-A1-DOM-036,API-1,FR-03,DOM,BVA,POST /api/reset-password | newPassword = A1!aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa (BVA - vượt độ dài tối đa 128),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""A1!aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-A1-STA-001,API-1,FR-03,STA,State Transition,Chuyển trạng thái NONE -> USED (KHÔNG hợp lệ),POST,/api/reset-password,Đối tượng đang ở trạng thái NONE. Chua goi forgot-password lan nao,Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local"",""resetToken"":""1234"",""newPassword"":""NewApi1234!""}",400,body.error có giá trị; mật khẩu KHÔNG đổi,SPEC,-,P1,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@contract,-,
TC-A1-STA-002,API-1,FR-03,STA,State Transition,Chuyển trạng thái NONE -> ISSUED (hợp lệ),POST,/api/forgot-password,Đối tượng đang ở trạng thái NONE. ,Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local""}",200,token được tạo và gửi qua kênh ngoài băng; KHÔNG trả trong response,SPEC,-,P0,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@bug,A-01,
TC-A1-STA-003,API-1,FR-03,STA,State Transition,Chuyển trạng thái ISSUED -> USED (hợp lệ),POST,/api/reset-password,Đối tượng đang ở trạng thái ISSUED. ,Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",200,reset_token bị xóa; login bằng mật khẩu mới OK,SPEC,-,P1,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@contract,-,
TC-A1-STA-004,API-1,FR-03,STA,State Transition,Chuyển trạng thái USED -> USED (KHÔNG hợp lệ),POST,/api/reset-password,Đối tượng đang ở trạng thái USED. Token đã dùng 1 lần,Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""AnotherApi1234!""}",400,token dùng 1 lần duy nhất,SPEC,-,P1,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@contract,-,
TC-A1-STA-005,API-1,FR-03,STA,State Transition,Chuyển trạng thái ISSUED -> ISSUED (hợp lệ),POST,/api/forgot-password,"Đối tượng đang ở trạng thái ISSUED. Đã có token, xin token mới",Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local""}",200,token cũ phải bị vô hiệu hóa,SPEC,-,P0,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@bug,A-04,
TC-A1-STA-006,API-1,FR-03,STA,State Transition,Chuyển trạng thái USED -> USED (dùng lại OTP đã dùng - KHÔNG hợp lệ),POST,/api/reset-password,Đã reset mật khẩu thành công một lần bằng OTP này,Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",400,lần reset thứ hai với cùng OTP phải bị từ chối; body có trường error,SPEC,-,P0,AI,INVALID,"R4 - Mâu thuẫn nội tại: case đánh dấu chuyển trạng thái HỢP LỆ nhưng lại kỳ vọng 400. Ngoài ra 'EXPIRED' không phải một trạng thái mà bộ sinh điều khiển được: SUT không lưu thời điểm cấp OTP nên không thể đưa OTP về trạng thái hết hạn qua API. ĐÃ SỬA: đổi thành chuyển KHÔNG hợp lệ ISSUED -> USED_TWICE (dùng lại OTP đã dùng), là điều SEC-07 quy định rõ và kiểm được hoàn toàn qua API.",@contract,-,
TC-A1-STA-007,API-1,FR-03,STA,State Transition,Chuyển trạng thái LOCKED -> USED (hợp lệ),POST,/api/reset-password,Đối tượng đang ở trạng thái LOCKED. Tài khoản đang bị khóa do login sai 3 lần,Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",200,"sau khi reset, login_attempts=0 và locked_until=NULL; login được ngay",SPEC,-,P0,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@bug,A-06,
