TC_ID,API,FR,Category,Technique,Title,Method,Endpoint,Preconditions,Request_Headers,Request_Body,Expected_Status,Expected_Assertions,Oracle,SEC_Ref,Priority,Source,Audit_Label,Audit_Note,Tag,Bug_Ref,Why_AI_Missed
TC-C3-DOM-011,API-3,FR-15,DOM,EP,POST /api/products | price = 150000 (giá hợp lệ),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",201,body là JSON; khớp schema thành công; VA doc lai tai nguyen de xac nhan gia tri luu dung bang gia tri da gui,SPEC,-,P1,AI,INCOMPLETE,R8 - Case thành công nhưng chỉ kiểm 'khớp schema'. Thiếu khẳng định giá trị thật sự được lưu đúng. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên và so khớp giá trị vừa gửi.,@contract,-,
TC-C3-DOM-012,API-3,FR-15,DOM,EP,POST /api/products | price = -1000 (giá âm),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":-1000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P0,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@bug,C-06,
TC-C3-DOM-013,API-3,FR-15,DOM,BVA,POST /api/products | price = 0 (BVA - giá bằng 0),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":0,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@bug,C-06,
TC-C3-DOM-014,API-3,FR-15,DOM,BVA,POST /api/products | price = 1 (BVA - giá 1 (biên dưới hợp lệ)),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":1,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",201,body là JSON; khớp schema thành công; VA doc lai tai nguyen de xac nhan gia tri luu dung bang gia tri da gui,SPEC,-,P1,AI,INCOMPLETE,R8 - Case thành công nhưng chỉ kiểm 'khớp schema'. Thiếu khẳng định giá trị thật sự được lưu đúng. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên và so khớp giá trị vừa gửi.,@contract,-,
TC-C3-DOM-015,API-3,FR-15,DOM,EP,POST /api/products | price = khong-phai-so (giá sai kiểu (string)),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":""khong-phai-so"",""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P0,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@bug,C-06,
TC-C3-DOM-016,API-3,FR-15,DOM,EP,POST /api/products | price = - (giá null),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":null,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@bug,C-06,
TC-C3-DOM-017,API-3,FR-15,DOM,EP,POST /api/products | price = <thieu key> (thiếu key price),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@bug,C-06,
TC-C3-DOM-018,API-3,FR-15,DOM,BVA,POST /api/products | price = 999999999999999 (BVA - giá vượt giới hạn),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":999999999999999,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-C3-DOM-019,API-3,FR-15,DOM,EP,POST /api/products | price = 150000.55 (giá có phần thập phân),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":150000.55,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",201,body là JSON; khớp schema thành công; VA doc lai tai nguyen de xac nhan gia tri luu dung bang gia tri da gui,SPEC,-,P1,AI,INCOMPLETE,R8 - Case thành công nhưng chỉ kiểm 'khớp schema'. Thiếu khẳng định giá trị thật sự được lưu đúng. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên và so khớp giá trị vừa gửi.,@contract,-,
TC-C3-DOM-021,API-3,FR-15,DOM,EP,POST /api/products | category_id = 999999 (danh mục không tồn tại - khóa ngoại không được kiểm tra),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":999999}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P0,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@bug,C-10,
TC-C3-DOM-022,API-3,FR-15,DOM,EP,POST /api/products | category_id = -1 (category_id am),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":-1}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@bug,C-10,
TC-C3-DOM-023,API-3,FR-15,DOM,EP,POST /api/products | category_id = abc (category_id sai kiểu),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":""abc""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-C3-DOM-024,API-3,FR-15,DOM,EP,POST /api/products | category_id = - (category_id null (không bắt buộc)),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":null}",201,body là JSON; khớp schema thành công; VA doc lai tai nguyen de xac nhan gia tri luu dung bang gia tri da gui,SPEC,-,P1,AI,INCOMPLETE,R8 - Case thành công nhưng chỉ kiểm 'khớp schema'. Thiếu khẳng định giá trị thật sự được lưu đúng. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên và so khớp giá trị vừa gửi.,@contract,-,
TC-C3-DOM-026,API-3,FR-15,DOM,EP,POST /api/products | imageUrl = javascript:alert('23127060') (URL scheme nguy hiem),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""javascript:alert('23127060')"",""category_id"":1}",400,body là JSON; có trường error,SPEC,SEC-04,P0,AI,INVALID,R3 - Gan sai ma SEC (SEC-06 -> SEC-04). URL scheme javascript: la vector XSS khi render -> SEC-04.,@contract,-,
TC-C3-DOM-027,API-3,FR-15,DOM,EP,POST /api/products | imageUrl = ../../etc/passwd (path traversal trong imageUrl),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""../../etc/passwd"",""category_id"":1}",400,body là JSON; có trường error,SPEC,-,P2,AI,INVALID,"R3 - Gan sai ma SEC (SEC-06 -> -). Path traversal trong imageUrl không được bất kỳ mã SEC-01..07 nào phủ. Vẫn là test hợp lệ, để SEC_Ref = '-'.",@contract,-,
TC-C3-DOM-028,API-3,FR-15,DOM,EP,POST /api/products | imageUrl = khong-phai-url (chuỗi không phải URL),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""khong-phai-url"",""category_id"":1}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-C3-DOM-029,API-3,FR-15,DOM,EP,PUT /api/products/:id | id = 1 (id tồn tại),PUT,/api/products/1,Sản phẩm id=1 tồn tại,Authorization: Bearer {{token_admin}},"{""name"":""SP Đã Sửa 23127060"",""price"":180000,""description"":""Da cap nhat"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",200,body là JSON; khớp schema thành công; VA doc lai tai nguyen de xac nhan gia tri luu dung bang gia tri da gui,SPEC,-,P1,AI,INCOMPLETE,R8 - Case thành công nhưng chỉ kiểm 'khớp schema'. Thiếu khẳng định giá trị thật sự được lưu đúng. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên và so khớp giá trị vừa gửi.,@contract,-,
TC-C3-DOM-030,API-3,FR-15,DOM,EP,PUT /api/products/:id | id = 999999 (id không tồn tại - phải trả 404),PUT,/api/products/999999,Sản phẩm id=1 tồn tại,Authorization: Bearer {{token_admin}},"{""name"":""SP Đã Sửa 23127060"",""price"":180000,""description"":""Da cap nhat"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",404,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P0,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@bug,C-07,
TC-C3-DOM-031,API-3,FR-15,DOM,BVA,PUT /api/products/:id | id = 0 (BVA - id = 0),PUT,/api/products/0,Sản phẩm id=1 tồn tại,Authorization: Bearer {{token_admin}},"{""name"":""SP Đã Sửa 23127060"",""price"":180000,""description"":""Da cap nhat"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",404,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-C3-DOM-032,API-3,FR-15,DOM,EP,PUT /api/products/:id | id = -1 (id am),PUT,/api/products/-1,Sản phẩm id=1 tồn tại,Authorization: Bearer {{token_admin}},"{""name"":""SP Đã Sửa 23127060"",""price"":180000,""description"":""Da cap nhat"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-C3-DOM-033,API-3,FR-15,DOM,EP,PUT /api/products/:id | id = abc (id không phải số),PUT,/api/products/abc,Sản phẩm id=1 tồn tại,Authorization: Bearer {{token_admin}},"{""name"":""SP Đã Sửa 23127060"",""price"":180000,""description"":""Da cap nhat"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-C3-DOM-034,API-3,FR-15,DOM,EP,PUT /api/products/:id | id = 1%20OR%201=1 (SQLi trong path param),PUT,/api/products/1%20OR%201=1,Sản phẩm id=1 tồn tại,Authorization: Bearer {{token_admin}},"{""name"":""SP Đã Sửa 23127060"",""price"":180000,""description"":""Da cap nhat"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",400,body là JSON; có trường error,SPEC,SEC-05,P0,AI,INVALID,R3 - Gan sai ma SEC (SEC-01 -> SEC-05). SQLi trong path param -> SEC-05.,@contract,-,
TC-C3-DOM-035,API-3,FR-15,DOM,EP,PUT /api/products/:id | description = <thieu key> (PUT không gửi description - KHÔNG được ghi đè thành null),PUT,/api/products/:id,Sản phẩm id=1 tồn tại,Authorization: Bearer {{token_admin}},"{""name"":""SP Đã Sửa 23127060"",""price"":180000,""imageUrl"":""https://example.com/b.png"",""category_id"":1}",200,GET lại sản phẩm: description phải giữ nguyên giá trị cũ,SPEC,-,P0,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@bug,C-09,
TC-C3-DOM-036,API-3,FR-15,DOM,EP,PUT /api/products/:id | description = Mo ta moi 23127060 (cap nhat mo ta),PUT,/api/products/:id,Sản phẩm id=1 tồn tại,Authorization: Bearer {{token_admin}},"{""name"":""SP Đã Sửa 23127060"",""price"":180000,""description"":""Mo ta moi 23127060"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",200,body là JSON; khớp schema thành công; VA doc lai tai nguyen de xac nhan gia tri luu dung bang gia tri da gui,SPEC,-,P1,AI,INCOMPLETE,R8 - Case thành công nhưng chỉ kiểm 'khớp schema'. Thiếu khẳng định giá trị thật sự được lưu đúng. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên và so khớp giá trị vừa gửi.,@contract,-,
TC-C3-DOM-037,API-3,FR-15,DOM,EP,PUT /api/products/:id | description = <img src=x onerror=alert('23127060')> (stored XSS trong mô tả (FE dùng dangerouslySetInnerHTML)),PUT,/api/products/:id,Sản phẩm id=1 tồn tại,Authorization: Bearer {{token_admin}},"{""name"":""SP Đã Sửa 23127060"",""price"":180000,""description"":""<img src=x onerror=alert('23127060')>"",""imageUrl"":""https://example.com/b.png"",""category_id"":1}",400,body là JSON; có trường error,SPEC,SEC-04,P0,AI,INVALID,R3 - Gan sai ma SEC (SEC-06 -> SEC-04). Stored XSS qua description -> SEC-04.,@bug,C-11,
TC-C3-DOM-038,API-3,FR-15,DOM,EP,DELETE /api/products/:id | id = 3 (xóa sản phẩm tồn tại),DELETE,/api/products/3,Sản phẩm id=3 tồn tại,Authorization: Bearer {{token_admin}},-,200,GET lại id=3 phải trả 404,SPEC,-,P1,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@contract,-,
