TC_ID,API,FR,Category,Technique,Title,Method,Endpoint,Preconditions,Request_Headers,Request_Body,Expected_Status,Expected_Assertions,Oracle,SEC_Ref,Priority,Source,Audit_Label,Audit_Note,Tag,Bug_Ref,Why_AI_Missed
TC-B2-DOM-011,API-2,FR-08,DOM,EP,POST /api/checkout | items = <thieu key> (thiếu items - server hiện bỏ qua hoàn toàn),POST,/api/checkout,"Đã login, có {{token_user}}, giỏ hàng có 1 sản phẩm",Authorization: Bearer {{token_user}},"{""total_amount"":200000,""shipping_address"":""123 Nguyen Van Cu, Q5, TP.HCM""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P0,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@bug,B-04,
TC-B2-DOM-012,API-2,FR-08,DOM,BVA,"POST /api/checkout | items = [{""product_id"":1,""quantity"":0}] (BVA - số lượng 0)",POST,/api/checkout,"Đã login, có {{token_user}}, giỏ hàng có 1 sản phẩm",Authorization: Bearer {{token_user}},"{""items"":[{""product_id"":1,""quantity"":0}],""total_amount"":200000,""shipping_address"":""123 Nguyen Van Cu, Q5, TP.HCM""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-B2-DOM-013,API-2,FR-08,DOM,EP,"POST /api/checkout | items = [{""product_id"":1,""quantity"":-5}] (số lượng âm (có thể sinh tiền âm))",POST,/api/checkout,"Đã login, có {{token_user}}, giỏ hàng có 1 sản phẩm",Authorization: Bearer {{token_user}},"{""items"":[{""product_id"":1,""quantity"":-5}],""total_amount"":200000,""shipping_address"":""123 Nguyen Van Cu, Q5, TP.HCM""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P0,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-B2-DOM-014,API-2,FR-08,DOM,BVA,"POST /api/checkout | items = [{""product_id"":1,""quantity"":1}] (BVA - số lượng 1 (biên dưới hợp lệ))",POST,/api/checkout,"Đã login, có {{token_user}}, giỏ hàng có 1 sản phẩm",Authorization: Bearer {{token_user}},"{""items"":[{""product_id"":1,""quantity"":1}],""total_amount"":200000,""shipping_address"":""123 Nguyen Van Cu, Q5, TP.HCM""}",201,body là JSON; khớp schema thành công; VA doc lai tai nguyen de xac nhan gia tri luu dung bang gia tri da gui,SPEC,-,P1,AI,INCOMPLETE,R8 - Case thành công nhưng chỉ kiểm 'khớp schema'. Thiếu khẳng định giá trị thật sự được lưu đúng. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên và so khớp giá trị vừa gửi.,@contract,-,
TC-B2-DOM-015,API-2,FR-08,DOM,EP,"POST /api/checkout | items = [{""product_id"":999999,""quantity"":1}] (sản phẩm không tồn tại)",POST,/api/checkout,"Đã login, có {{token_user}}, giỏ hàng có 1 sản phẩm",Authorization: Bearer {{token_user}},"{""items"":[{""product_id"":999999,""quantity"":1}],""total_amount"":200000,""shipping_address"":""123 Nguyen Van Cu, Q5, TP.HCM""}",404,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-B2-DOM-016,API-2,FR-08,DOM,EP,"POST /api/checkout | items = [{""product_id"":1,""quantity"":100000}] (vuot ton kho)",POST,/api/checkout,"Đã login, có {{token_user}}, giỏ hàng có 1 sản phẩm",Authorization: Bearer {{token_user}},"{""items"":[{""product_id"":1,""quantity"":100000}],""total_amount"":200000,""shipping_address"":""123 Nguyen Van Cu, Q5, TP.HCM""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-B2-DOM-017,API-2,FR-08,DOM,EP,POST /api/checkout | items = khong-phai-array (items sai kiểu),POST,/api/checkout,"Đã login, có {{token_user}}, giỏ hàng có 1 sản phẩm",Authorization: Bearer {{token_user}},"{""items"":""khong-phai-array"",""total_amount"":200000,""shipping_address"":""123 Nguyen Van Cu, Q5, TP.HCM""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-B2-DOM-018,API-2,FR-08,DOM,EP,"POST /api/checkout | shipping_address = 123 Nguyen Van Cu, Q5, TP.HCM (địa chỉ hợp lệ)",POST,/api/checkout,"Đã login, có {{token_user}}, giỏ hàng có 1 sản phẩm",Authorization: Bearer {{token_user}},"{""items"":[{""product_id"":1,""quantity"":2}],""total_amount"":200000,""shipping_address"":""123 Nguyen Van Cu, Q5, TP.HCM""}",201,body là JSON; khớp schema thành công; VA doc lai tai nguyen de xac nhan gia tri luu dung bang gia tri da gui,SPEC,-,P1,AI,INCOMPLETE,R8 - Case thành công nhưng chỉ kiểm 'khớp schema'. Thiếu khẳng định giá trị thật sự được lưu đúng. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên và so khớp giá trị vừa gửi.,@contract,-,
TC-B2-DOM-019,API-2,FR-08,DOM,EP,POST /api/checkout | shipping_address =  (địa chỉ rỗng),POST,/api/checkout,"Đã login, có {{token_user}}, giỏ hàng có 1 sản phẩm",Authorization: Bearer {{token_user}},"{""items"":[{""product_id"":1,""quantity"":2}],""total_amount"":200000,""shipping_address"":""""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@bug,B-12,
TC-B2-DOM-020,API-2,FR-08,DOM,EP,POST /api/checkout | shipping_address = - (địa chỉ null - hiện vẫn tạo được đơn),POST,/api/checkout,"Đã login, có {{token_user}}, giỏ hàng có 1 sản phẩm",Authorization: Bearer {{token_user}},"{""items"":[{""product_id"":1,""quantity"":2}],""total_amount"":200000,""shipping_address"":null}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P0,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@bug,B-12,
TC-B2-DOM-021,API-2,FR-08,DOM,EP,POST /api/checkout | shipping_address = <thieu key> (thiếu địa chỉ),POST,/api/checkout,"Đã login, có {{token_user}}, giỏ hàng có 1 sản phẩm",Authorization: Bearer {{token_user}},"{""items"":[{""product_id"":1,""quantity"":2}],""total_amount"":200000}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@bug,B-12,
TC-B2-DOM-022,API-2,FR-08,DOM,EP,POST /api/checkout | shipping_address = <script>alert('23127060')</script> (payload XSS trong dia chi),POST,/api/checkout,"Đã login, có {{token_user}}, giỏ hàng có 1 sản phẩm",Authorization: Bearer {{token_user}},"{""items"":[{""product_id"":1,""quantity"":2}],""total_amount"":200000,""shipping_address"":""<script>alert('23127060')</script>""}",400,body là JSON; có trường error,SPEC,SEC-04,P2,AI,INVALID,R3 - Gan sai ma SEC (SEC-06 -> SEC-04). Payload <script> trong shipping_address -> SEC-04. SRS FR-18 còn nói rõ địa chỉ giao hàng phải hiển thị an toàn.,@contract,-,
TC-B2-DOM-023,API-2,FR-08,DOM,BVA,POST /api/checkout | shipping_address = A123456789A123456789A123456789A123456789 (BVA - địa chỉ vượt 255 ký tự),POST,/api/checkout,"Đã login, có {{token_user}}, giỏ hàng có 1 sản phẩm",Authorization: Bearer {{token_user}},"{""items"":[{""product_id"":1,""quantity"":2}],""total_amount"":200000,""shipping_address"":""A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A1""}",400,body là JSON; có trường error; VÀ đọc lại tài nguyên sau khi gọi để xác nhận dữ liệu KHÔNG bị thay đổi,SPEC,-,P2,AI,INCOMPLETE,R7 - Case từ chối một thao tác GHI nhưng chỉ kiểm 'có trường error'. Thiếu phần quan trọng nhất: chứng minh THAO TÁC ĐÃ KHÔNG XẢY RA. Một API trả 400 rồi vẫn ghi vào CSDL sẽ pass case này. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên sau khi gọi.,@contract,-,
TC-B2-DOM-024,API-2,FR-08,DOM,Decision Table,"POST /api/apply-coupon | code = SAVE10 (Decision table T1 - mã % hợp lệ, đủ điều kiện)",POST,/api/apply-coupon,"Coupon SAVE10 (percent 10, min 300000), BIGBUY (fixed 50000, min 500000), VIP100 (fixed 100000, min 300000, max 2 lượt), EXPIRED (percent 20, min 100000, hết hạn 2020-01-01) đã có sẵn từ database.js",Authorization: Bearer {{token_user}},"{""code"":""SAVE10"",""total_amount"":500000,""user_id"":""{{userId}}""}",200,discount_amount = 50000 (10% của 500000) theo công thức SRS FR-09,SPEC,-,P0,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@bug,B-05,
TC-B2-DOM-025,API-2,FR-08,DOM,Decision Table,POST /api/apply-coupon | code = BIGBUY (Decision table T2 - mã số tiền cố định),POST,/api/apply-coupon,"Coupon SAVE10 (percent 10, min 300000), BIGBUY (fixed 50000, min 500000), VIP100 (fixed 100000, min 300000, max 2 lượt), EXPIRED (percent 20, min 100000, hết hạn 2020-01-01) đã có sẵn từ database.js",Authorization: Bearer {{token_user}},"{""code"":""BIGBUY"",""total_amount"":500000,""user_id"":""{{userId}}""}",200,discount_amount = 50000,SPEC,-,P1,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@contract,-,
TC-B2-DOM-026,API-2,FR-08,DOM,Decision Table,POST /api/apply-coupon | code = EXPIRED (Decision table T3 - mã hết hạn),POST,/api/apply-coupon,"Coupon SAVE10 (percent 10, min 300000), BIGBUY (fixed 50000, min 500000), VIP100 (fixed 100000, min 300000, max 2 lượt), EXPIRED (percent 20, min 100000, hết hạn 2020-01-01) đã có sẵn từ database.js",Authorization: Bearer {{token_user}},"{""code"":""EXPIRED"",""total_amount"":500000,""user_id"":""{{userId}}""}",400,body là JSON; có trường error,SPEC,-,P0,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@bug,B-08,
TC-B2-DOM-027,API-2,FR-08,DOM,Decision Table,POST /api/apply-coupon | code = VIP100 (Decision table T4 - mã fixed còn lượt dùng (max 2 lượt/user). Không có coupon is_active=0 nào được seed nên dòng T4 gốc (mã bị vô hiệu hóa) không kiểm được qua API - xem report/01_api_selection.md),POST,/api/apply-coupon,"Coupon SAVE10 (percent 10, min 300000), BIGBUY (fixed 50000, min 500000), VIP100 (fixed 100000, min 300000, max 2 lượt), EXPIRED (percent 20, min 100000, hết hạn 2020-01-01) đã có sẵn từ database.js",Authorization: Bearer {{token_user}},"{""code"":""VIP100"",""total_amount"":500000,""user_id"":""{{userId}}""}",200,discount_amount = 100000,SPEC,-,P1,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@contract,-,
TC-B2-DOM-028,API-2,FR-08,DOM,Decision Table,POST /api/apply-coupon | code = KHONGCOMA23127060 (Decision table T5 - mã không tồn tại),POST,/api/apply-coupon,"Coupon SAVE10 (percent 10, min 300000), BIGBUY (fixed 50000, min 500000), VIP100 (fixed 100000, min 300000, max 2 lượt), EXPIRED (percent 20, min 100000, hết hạn 2020-01-01) đã có sẵn từ database.js",Authorization: Bearer {{token_user}},"{""code"":""KHONGCOMA23127060"",""total_amount"":500000,""user_id"":""{{userId}}""}",404,body là JSON; có trường error,SPEC,-,P2,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@contract,-,
TC-B2-DOM-029,API-2,FR-08,DOM,EP,POST /api/apply-coupon | code =  (mã rỗng),POST,/api/apply-coupon,"Coupon SAVE10 (percent 10, min 300000), BIGBUY (fixed 50000, min 500000), VIP100 (fixed 100000, min 300000, max 2 lượt), EXPIRED (percent 20, min 100000, hết hạn 2020-01-01) đã có sẵn từ database.js",Authorization: Bearer {{token_user}},"{""code"":"""",""total_amount"":500000,""user_id"":""{{userId}}""}",400,body là JSON; có trường error,SPEC,-,P2,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@contract,-,
TC-B2-DOM-030,API-2,FR-08,DOM,EP,POST /api/apply-coupon | code = <thieu key> (thiếu code),POST,/api/apply-coupon,"Coupon SAVE10 (percent 10, min 300000), BIGBUY (fixed 50000, min 500000), VIP100 (fixed 100000, min 300000, max 2 lượt), EXPIRED (percent 20, min 100000, hết hạn 2020-01-01) đã có sẵn từ database.js",Authorization: Bearer {{token_user}},"{""total_amount"":500000,""user_id"":""{{userId}}""}",400,body là JSON; có trường error,SPEC,-,P2,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@contract,-,
TC-B2-DOM-031,API-2,FR-08,DOM,EP,POST /api/apply-coupon | code = ' OR '1'='1 (SQLi trong mã giảm giá),POST,/api/apply-coupon,"Coupon SAVE10 (percent 10, min 300000), BIGBUY (fixed 50000, min 500000), VIP100 (fixed 100000, min 300000, max 2 lượt), EXPIRED (percent 20, min 100000, hết hạn 2020-01-01) đã có sẵn từ database.js",Authorization: Bearer {{token_user}},"{""code"":""' OR '1'='1"",""total_amount"":500000,""user_id"":""{{userId}}""}",400,body là JSON; có trường error,SPEC,SEC-05,P0,AI,INVALID,R3 - Gan sai ma SEC (SEC-01 -> SEC-05). SQLi -> SEC-05.,@contract,-,
TC-B2-DOM-032,API-2,FR-08,DOM,EP,POST /api/apply-coupon | code = perc10 (mã viết thường - hành vi phải nhất quán với spec),POST,/api/apply-coupon,"Coupon SAVE10 (percent 10, min 300000), BIGBUY (fixed 50000, min 500000), VIP100 (fixed 100000, min 300000, max 2 lượt), EXPIRED (percent 20, min 100000, hết hạn 2020-01-01) đã có sẵn từ database.js",Authorization: Bearer {{token_user}},"{""code"":""perc10"",""total_amount"":500000,""user_id"":""{{userId}}""}",200,body là JSON; khớp schema thành công; VA doc lai tai nguyen de xac nhan gia tri luu dung bang gia tri da gui,SPEC,-,P1,AI,INCOMPLETE,R8 - Case thành công nhưng chỉ kiểm 'khớp schema'. Thiếu khẳng định giá trị thật sự được lưu đúng. ĐÃ SỬA: bổ sung bước đọc lại tài nguyên và so khớp giá trị vừa gửi.,@contract,-,
TC-B2-DOM-033,API-2,FR-08,DOM,BVA,POST /api/apply-coupon | total_amount = 299999 (BVA - dưới min_order_amount 300000 của SAVE10 đúng 1 đồng),POST,/api/apply-coupon,"Coupon SAVE10 (percent 10, min 300000), BIGBUY (fixed 50000, min 500000), VIP100 (fixed 100000, min 300000, max 2 lượt), EXPIRED (percent 20, min 100000, hết hạn 2020-01-01) đã có sẵn từ database.js",Authorization: Bearer {{token_user}},"{""code"":""SAVE10"",""total_amount"":299999,""user_id"":""{{userId}}""}",400,body là JSON; có trường error,SPEC,-,P2,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@contract,-,
TC-B2-DOM-034,API-2,FR-08,DOM,BVA,POST /api/apply-coupon | total_amount = 300000 (BVA - BẰNG đúng min_order_amount 300000 (lỗi biên > thay vì >=)),POST,/api/apply-coupon,"Coupon SAVE10 (percent 10, min 300000), BIGBUY (fixed 50000, min 500000), VIP100 (fixed 100000, min 300000, max 2 lượt), EXPIRED (percent 20, min 100000, hết hạn 2020-01-01) đã có sẵn từ database.js",Authorization: Bearer {{token_user}},"{""code"":""SAVE10"",""total_amount"":300000,""user_id"":""{{userId}}""}",200,phải được áp mã vì điều kiện là >= min_order_amount,SPEC,-,P0,AI,VALID,"Bước, dữ liệu và kỳ vọng đều đối chiếu được với SRS; assertion đã cụ thể; chạy độc lập được sau khi _setup chạy xong.",@bug,B-06,
