TC_ID,API,FR,Category,Technique,Title,Method,Endpoint,Preconditions,Request_Headers,Request_Body,Expected_Status,Expected_Assertions,Oracle,SEC_Ref,Priority,Source,Audit_Label,Audit_Note,Tag,Bug_Ref,Why_AI_Missed
TC-A1-DOM-011,API-1,FR-03,DOM,EP,"POST /api/forgot-password | email = [""a@b.c""] (email la array)",POST,/api/forgot-password,User api.victim.23127060@test.local đã tồn tại,-,"{""email"":[""a@b.c""]}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-DOM-012,API-1,FR-03,DOM,EP,POST /api/reset-password | email = api.victim.23127060@test.local (email đúng chứ token),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",200,body có message; login bằng mật khẩu mới thành công; login bằng mật khẩu cũ thất bại,SPEC,-,P0,AI,,,@contract,-,
TC-A1-DOM-013,API-1,FR-03,DOM,EP,POST /api/reset-password | email = api.attacker.23127060@test.local (dùng token của user khác),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.attacker.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,SEC-04,P0,AI,,,@contract,-,
TC-A1-DOM-014,API-1,FR-03,DOM,EP,POST /api/reset-password | email = <thieu key> (thiếu key email),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-DOM-015,API-1,FR-03,DOM,EP,POST /api/reset-password | email = - (email null),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":null,""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-DOM-016,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken = 0000 (token sai),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""0000"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-DOM-017,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken =  (token rỗng),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":"""",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-DOM-018,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken = <thieu key> (thiếu token),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-DOM-019,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken = - (token null),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":null,""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-DOM-020,API-1,FR-03,DOM,BVA,POST /api/reset-password | resetToken = 123 (BVA - token 3 ký tự (dưới biên)),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""123"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-DOM-021,API-1,FR-03,DOM,BVA,POST /api/reset-password | resetToken = 12345 (BVA - token 5 ký tự (trên biên)),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""12345"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-DOM-022,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken = ' OR '1'='1 (token chứa SQLi),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""' OR '1'='1"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,SEC-01,P0,AI,,,@contract,-,
TC-A1-DOM-023,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken = 1234 (token sai kiểu (number)),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":1234,""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-DOM-024,API-1,FR-03,DOM,EP,POST /api/reset-password | resetToken = {{oldResetToken}} (token cũ sau khi xin token mới - phải hết hiệu lực),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{oldResetToken}}"",""newPassword"":""NewApi1234!""}",400,body là JSON; có trường error,SPEC,-,P0,AI,,,@bug,A-04,
TC-A1-DOM-025,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = NewApi1234! (mật khẩu mạnh hợp lệ),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",200,body là JSON; khớp schema thành công,SPEC,-,P1,AI,,,@contract,-,
TC-A1-DOM-026,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword =  (mật khẩu rỗng),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""""}",400,body là JSON; có trường error,SPEC,SEC-06,P2,AI,,,@bug,A-05,
TC-A1-DOM-027,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = <thieu key> (thiếu newPassword),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}""}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-DOM-028,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = - (newPassword null),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":null}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-DOM-029,API-1,FR-03,DOM,BVA,POST /api/reset-password | newPassword = Ab1234! (BVA - 7 ký tự (dưới biên tối thiểu 8)),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""Ab1234!""}",400,body là JSON; có trường error,SPEC,SEC-06,P2,AI,,,@bug,A-05,
TC-A1-DOM-030,API-1,FR-03,DOM,BVA,POST /api/reset-password | newPassword = Ab1234!x (BVA - đúng 8 ký tự),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""Ab1234!x""}",200,body là JSON; khớp schema thành công,SPEC,-,P1,AI,,,@contract,-,
TC-A1-DOM-031,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = abcd1234! (thiếu chữ hoa),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""abcd1234!""}",400,body là JSON; có trường error,SPEC,SEC-06,P2,AI,,,@bug,A-05,
TC-A1-DOM-032,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = Abcdefgh! (thiếu chữ số),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""Abcdefgh!""}",400,body là JSON; có trường error,SPEC,SEC-06,P2,AI,,,@bug,A-05,
TC-A1-DOM-033,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = 123456 (mật khẩu quá yếu phổ biến),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""123456""}",400,body là JSON; có trường error,SPEC,SEC-06,P2,AI,,,@bug,A-05,
TC-A1-DOM-034,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = <script>alert(1)</script> (payload XSS làm mật khẩu),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""<script>alert(1)</script>""}",400,body là JSON; có trường error,SPEC,SEC-06,P2,AI,,,@contract,-,
TC-A1-DOM-035,API-1,FR-03,DOM,EP,POST /api/reset-password | newPassword = Api1234! (đặt lại đúng mật khẩu cũ),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""Api1234!""}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-DOM-036,API-1,FR-03,DOM,BVA,POST /api/reset-password | newPassword = A1!aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa (BVA - vượt độ dài tối đa 128),POST,/api/reset-password,Đã gọi forgot-password và có {{resetToken}},-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""A1!aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-A1-STA-001,API-1,FR-03,STA,State Transition,Chuyển trạng thái NONE -> USED (KHÔNG hợp lệ),POST,/api/reset-password,Đối tượng đang ở trạng thái NONE. Chua goi forgot-password lan nao,Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local"",""resetToken"":""1234"",""newPassword"":""NewApi1234!""}",400,body.error có giá trị; mật khẩu KHÔNG đổi,SPEC,-,P1,AI,,,@contract,-,
TC-A1-STA-002,API-1,FR-03,STA,State Transition,Chuyển trạng thái NONE -> ISSUED (hợp lệ),POST,/api/forgot-password,Đối tượng đang ở trạng thái NONE. ,Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local""}",200,token được tạo và gửi qua kênh ngoài băng; KHÔNG trả trong response,SPEC,-,P0,AI,,,@bug,A-01,
TC-A1-STA-003,API-1,FR-03,STA,State Transition,Chuyển trạng thái ISSUED -> USED (hợp lệ),POST,/api/reset-password,Đối tượng đang ở trạng thái ISSUED. ,Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",200,reset_token bị xóa; login bằng mật khẩu mới OK,SPEC,-,P1,AI,,,@contract,-,
TC-A1-STA-004,API-1,FR-03,STA,State Transition,Chuyển trạng thái USED -> USED (KHÔNG hợp lệ),POST,/api/reset-password,Đối tượng đang ở trạng thái USED. Token đã dùng 1 lần,Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""AnotherApi1234!""}",400,token dùng 1 lần duy nhất,SPEC,-,P1,AI,,,@contract,-,
TC-A1-STA-005,API-1,FR-03,STA,State Transition,Chuyển trạng thái ISSUED -> ISSUED (hợp lệ),POST,/api/forgot-password,"Đối tượng đang ở trạng thái ISSUED. Đã có token, xin token mới",Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local""}",200,token cũ phải bị vô hiệu hóa,SPEC,-,P0,AI,,,@bug,A-04,
TC-A1-STA-006,API-1,FR-03,STA,State Transition,Chuyển trạng thái ISSUED -> EXPIRED (hợp lệ),POST,/api/reset-password,Đối tượng đang ở trạng thái ISSUED. Token được tạo quá thời hạn (mô phỏng bằng cách sửa reset_token_expiry trong DB),Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",400,token hết hạn bị từ chối,SPEC,-,P0,AI,,,@bug,A-04,
TC-A1-STA-007,API-1,FR-03,STA,State Transition,Chuyển trạng thái LOCKED -> USED (hợp lệ),POST,/api/reset-password,Đối tượng đang ở trạng thái LOCKED. Tài khoản đang bị khóa do login sai 3 lần,Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",200,"sau khi reset, login_attempts=0 và locked_until=NULL; login được ngay",SPEC,-,P0,AI,,,@bug,A-06,
TC-A1-STA-008,API-1,FR-03,STA,State Transition,Chuyển trạng thái USED -> LOGIN_OLD (KHÔNG hợp lệ),POST,/api/login,Đối tượng đang ở trạng thái USED. Đã reset mật khẩu thành công,Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local"",""password"":""Api1234!""}",401,mật khẩu cũ không còn dùng được,SPEC,-,P1,AI,,,@contract,-,
TC-A1-STA-009,API-1,FR-03,STA,State Transition,Chuyển trạng thái USED -> LOGIN_NEW (hợp lệ),POST,/api/login,Đối tượng đang ở trạng thái USED. Đã reset mật khẩu thành công,Authorization: Bearer {{token_user}},"{""email"":""api.victim.23127060@test.local"",""password"":""NewApi1234!""}",200,trả về token JWT; body KHÔNG chứa trường password,SPEC,-,P0,AI,,,@bug,A-07,
TC-A1-SEC-001,API-1,FR-03,SEC,SQL Injection,[SEC-01] SQLi qua trường email của forgot-password,POST,/api/forgot-password,SUT da seed,-,"{""email"":""' OR '1'='1' --""}",400,response KHÔNG chứa trường password (dù plaintext hay hash); mật khẩu không được lưu plaintext,SPEC,SEC-01,P0,AI,,,@contract,-,
TC-A1-SEC-002,API-1,FR-03,SEC,SQL Injection,[SEC-01] SQLi qua resetToken để bypass kiểm tra token,POST,/api/reset-password,SUT da seed,-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""' OR '1'='1"",""newPassword"":""Hacked1234!""}",400,mật khẩu KHÔNG bị đổi; kiểm tra bằng cách login lại bằng mật khẩu cũ,SPEC,SEC-01,P0,AI,,,@contract,-,
TC-A1-SEC-003,API-1,FR-03,SEC,Information Disclosure,[SEC-02] Response của forgot-password không được chứa resetToken,POST,/api/forgot-password,SUT da seed,-,"{""email"":""api.victim.23127060@test.local""}",200,body KHÔNG có trường resetToken; body KHÔNG có trường password,SPEC,SEC-02,P0,AI,,,@bug,A-01,
TC-A1-SEC-004,API-1,FR-03,SEC,User Enumeration,[SEC-02] Thông điệp phải giống nhau giữa email tồn tại và không tồn tại,POST,/api/forgot-password,SUT da seed,-,"{""email"":""khongtontai.23127060@test.local""}",200,status và message giống hệt trường hợp email tồn tại,SPEC,SEC-02,P0,AI,,,@bug,A-03,
TC-A1-SEC-005,API-1,FR-03,SEC,Information Disclosure,[SEC-02] Response của login không được chứa hash/plaintext mật khẩu,POST,/api/login,SUT da seed,-,"{""email"":""api.victim.23127060@test.local"",""password"":""Api1234!""}",200,body.user KHÔNG có trường password,SPEC,SEC-02,P0,AI,,,@bug,A-07,
TC-A1-SEC-006,API-1,FR-03,SEC,Broken Authentication,[SEC-03] Reset password không được chấp nhận khi thiếu cả token lẫn xác thực,POST,/api/reset-password,SUT da seed,-,"{""email"":""api.victim.23127060@test.local"",""newPassword"":""Hacked1234!""}",400,trả 403 khi token hợp lệ nhưng role != 'admin'; hành động admin KHÔNG được thực hiện,SPEC,SEC-03,P0,AI,,,@contract,-,
TC-A1-SEC-007,API-1,FR-03,SEC,IDOR,[SEC-04] Dùng token của user A để đổi mật khẩu user B,POST,/api/reset-password,Attacker tự xin token cho chính mình,-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{attackerResetToken}}"",""newPassword"":""Hacked1234!""}",400,mật khẩu của victim KHÔNG đổi,SPEC,SEC-04,P0,AI,,,@contract,-,
TC-A1-SEC-008,API-1,FR-03,SEC,Privilege Escalation,[SEC-05] Reset password không được cho phép gửi kèm trường role,POST,/api/reset-password,SUT da seed,-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!"",""role"":""admin""}",200,"sau khi reset, GET /api/users/me trả role='user' chứ KHÔNG phải 'admin'",SPEC,SEC-05,P0,AI,,,@contract,-,
TC-A1-SEC-009,API-1,FR-03,SEC,Input Validation / XSS,[SEC-06] Email chứa payload XSS phải bị từ chối hoặc escape,POST,/api/forgot-password,SUT da seed,-,"{""email"":""<img src=x onerror=alert(1)>@test.local""}",400,trường role trong body bị bỏ qua; role của tài khoản sau khi gọi vẫn là 'user',SPEC,SEC-06,P0,AI,,,@contract,-,
TC-A1-SEC-010,API-1,FR-03,SEC,Input Validation,[SEC-06] Path traversal trong email không được gây lỗi 500,POST,/api/forgot-password,SUT da seed,-,"{""email"":""../../etc/passwd""}",400,không trả 500; không lộ stack trace,SPEC,SEC-06,P0,AI,,,@contract,-,
TC-A1-SEC-011,API-1,FR-03,SEC,Brute Force,[SEC-07] Dò 20 giá trị token 4 chữ số liên tiếp phải bị chặn,POST,/api/reset-password,Chạy bằng Collection Runner với data file postman/data/brute_force_tokens.csv,-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{bruteToken}}"",""newPassword"":""Hacked1234!""}",429,sau N lần sai liên tiếp phải bị rate-limit hoặc khóa; không được cho thử vô hạn,SPEC,SEC-07,P0,AI,,,@bug,A-02,
TC-A1-SEC-012,API-1,FR-03,SEC,Brute Force,[SEC-07] Dò mật khẩu login liên tiếp phải bị khóa đúng sau 3 lần,POST,/api/login,Chạy 3 lần liên tiếp với mật khẩu sai,-,"{""email"":""api.victim.23127060@test.local"",""password"":""SaiRoi123!""}",403,lần thứ 3 mới bị khóa (không được khóa sớm ở lần thứ 2 do login_attempts+2),SPEC,SEC-07,P0,AI,,,@bug,A-09,
TC-A1-SEC-013,API-1,FR-03,SEC,Rate Limiting,[SEC-07] Spam forgot-password 10 lần liên tiếp phải bị giới hạn,POST,/api/forgot-password,SUT da seed,-,"{""email"":""api.victim.23127060@test.local""}",429,co rate limit tren endpoint cong khai,SPEC,SEC-07,P0,AI,,,@contract,-,
TC-A1-SCH-001,API-1,FR-03,SCH,JSON Schema Validation,Response 200 của forgot-password khớp schema { message: string },POST,/api/forgot-password,SUT da seed,-,"{""email"":""api.victim.23127060@test.local""}",200,Content-Type application/json; body khớp { message: string }; additionalProperties=false,SPEC,-,P1,AI,,,@bug,A-01,
TC-A1-SCH-002,API-1,FR-03,SCH,JSON Schema Validation,Response lỗi của forgot-password khớp schema { error: string },POST,/api/forgot-password,SUT da seed,-,"{""email"":""""}",400,body khớp { error: string }; chỉ có đúng 1 trường,SPEC,-,P1,AI,,,@contract,-,
TC-A1-SCH-003,API-1,FR-03,SCH,JSON Schema Validation,Response 200 của reset-password khớp schema { message: string },POST,/api/reset-password,SUT da seed,-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""{{resetToken}}"",""newPassword"":""NewApi1234!""}",200,Content-Type application/json; body khop jsonSchema reset_success,SPEC,-,P1,AI,,,@contract,-,
TC-A1-SCH-004,API-1,FR-03,SCH,JSON Schema Validation,Response lỗi của reset-password khớp schema { error: string },POST,/api/reset-password,SUT da seed,-,"{""email"":""api.victim.23127060@test.local"",""resetToken"":""0000"",""newPassword"":""NewApi1234!""}",400,Content-Type application/json; body khop jsonSchema error_schema,SPEC,-,P1,AI,,,@contract,-,
TC-A1-SCH-005,API-1,FR-03,SCH,JSON Schema Validation,"Response của login khớp schema { token: string, user: {...} } không có password",POST,/api/login,SUT da seed,-,"{""email"":""api.victim.23127060@test.local"",""password"":""Api1234!""}",200,body khớp schema; body KHÔNG chứa password,SPEC,-,P1,AI,,,@bug,A-07,
TC-A1-SCH-006,API-1,FR-03,SCH,JSON Schema Validation,Mọi response lỗi đều phải là application/json chứ không phải HTML,POST,/api/reset-password,SUT da seed,-,"{""email"":null,""resetToken"":null,""newPassword"":null}",400,Content-Type application/json; body không chứa <h1>,SPEC,-,P1,AI,,,@contract,-,
